gene_id	symbol	BT549_rep1	BT549_rep2	HCC70_rep1	HCC70_rep2	HMEC_rep1	HMEC_rep2	MB231_rep1	MB231_rep2	MB231_rep3
ENSG00000227467	RP11-169D4.1	1	1	0	0	0	0	20	33	28
ENSG00000227468	AL928742.12	0	0	0	0	0	0	0	0	0
ENSG00000227469	RBM22P8	0	0	0	0	0	0	0	0	0
ENSG00000227470	AC073415.2	3	2	0	2	2	2	0	0	0
ENSG00000227471	AKR1B15	1	5	597	394	1	2	1	3	9
ENSG00000227473	TSSK5P1	0	0	0	1	0	0	0	3	1
ENSG00000227474	RP11-295P9.2	0	0	0	0	0	0	0	0	0
ENSG00000227475	RP11-810B23.1	0	0	0	0	0	0	0	0	0
ENSG00000227477	STK4-AS1	6	9	10	9	2	2	3	7	5
ENSG00000227479	AC124861.1	0	0	0	0	0	0	0	0	0
ENSG00000227480	CCDC148-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227481	RP11-89N17.2	0	0	0	0	0	0	0	0	0
ENSG00000227482	RP11-18B16.2	0	0	0	0	0	2	0	0	0
ENSG00000227484	XX-C283C717.1	0	0	1	0	0	0	0	0	0
ENSG00000227485	RP11-5P4.2	0	0	0	0	0	0	0	0	0
ENSG00000227486	RP13-188A5.1	0	1	4	3	2	1	0	0	0
ENSG00000227487	NCAM1-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227489	AC006458.3	0	0	0	0	0	0	0	0	0
ENSG00000227490	RP11-157L3.6	0	0	0	0	0	0	0	0	0
ENSG00000227491	CCNJP1	0	0	0	0	0	0	0	0	0
ENSG00000227492	RP11-316M21.6	0	0	0	0	0	0	0	0	1
ENSG00000227493	RP11-104D21.1	0	0	0	0	0	0	0	0	0
ENSG00000227494	USP9YP14	0	0	0	0	0	0	0	0	0
ENSG00000227495	AC109333.10	2	0	0	0	0	0	0	3	0
ENSG00000227496	RP11-145A3.1	20	21	2	1	10	11	3	10	4
ENSG00000227497	PABPC1P6	0	0	0	0	0	0	0	0	0
ENSG00000227498	AC018359.3	0	0	0	0	0	0	0	0	0
ENSG00000227499	RP11-419M24.4	0	0	0	0	0	0	0	0	0
ENSG00000227500	SCAMP4	1714	1867	918	799	1392	1427	860	1048	872
ENSG00000227502	RP1-249H1.4	0	0	0	0	0	0	4	1	0
ENSG00000227505	RP11-434J24.2	0	0	0	0	0	0	0	0	0
ENSG00000227507	LTB	2	1	0	0	0	0	0	0	1
ENSG00000227508	RP5-894D12.3	0	0	0	0	0	0	0	0	0
ENSG00000227509	EIF2B5-IT1	0	0	0	0	0	0	0	0	0
ENSG00000227510	RP11-196P2.1	0	0	0	0	0	0	0	0	0
ENSG00000227511	GS1-466O4.2	0	0	0	0	0	0	0	0	0
ENSG00000227512	RP11-413M3.4	0	0	0	0	0	0	1	0	0
ENSG00000227513	AC114755.3	0	0	0	0	0	0	0	0	0
ENSG00000227514	RP11-709P2.1	0	0	0	0	0	0	0	0	0
ENSG00000227515	C1DP4	0	0	0	0	0	0	0	0	0
ENSG00000227516	RP5-973N23.4	0	0	0	0	0	0	0	0	0
ENSG00000227517	AC003051.1	0	0	0	0	1	1	0	0	0
ENSG00000227518	MIR1302-9	0	1	1	1	3	1	14	38	25
ENSG00000227519	CTA-342B11.1	0	0	0	0	0	0	0	0	0
ENSG00000227521	RP13-213K19.1	0	0	0	0	0	0	0	0	0
ENSG00000227523	RPS20P15	0	0	0	0	0	0	0	0	0
ENSG00000227525	RPL7P6	2	1	0	0	0	1	0	0	0
ENSG00000227527	RP11-223A3.1	0	0	0	0	0	0	0	0	1
ENSG00000227528	DIAPH3-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227531	RP11-202G18.1	0	0	0	0	0	0	0	0	0
ENSG00000227532	AC002542.2	0	0	0	0	0	0	0	0	0
ENSG00000227533	SLC2A1-AS1	5	12	10	4	12	14	12	9	16
ENSG00000227534	RP3-323B6.1	0	0	0	0	1	0	0	0	0
ENSG00000227535	RP11-809N15.2	0	0	0	0	0	0	0	0	0
ENSG00000227536	SOCS5P4	4	2	4	7	4	2	0	0	2
ENSG00000227537	RP11-215C7.3	0	0	0	0	0	0	0	0	0
ENSG00000227538	HNRNPFP1	0	0	0	0	0	0	0	0	0
ENSG00000227540	RP11-152N13.5	22	27	40	29	27	5	28	33	24
ENSG00000227541	RP3-525N14.2	0	0	0	0	0	0	0	0	0
ENSG00000227542	AC092614.2	6	6	4	2	5	3	1	3	0
ENSG00000227543	SPAG5-AS1	3	2	6	4	2	5	15	15	13
ENSG00000227544	AC018647.3	0	0	0	0	0	0	0	0	0
ENSG00000227545	RP5-905H7.10	0	0	0	0	0	0	0	0	0
ENSG00000227547	OR4A2P	0	0	0	0	0	0	0	0	0
ENSG00000227549	AC116035.2	0	0	0	0	0	0	0	0	0
ENSG00000227550	TRBV7-5	0	0	0	0	0	0	0	0	0
ENSG00000227551	USP17L12	0	0	0	0	0	0	0	0	0
ENSG00000227552	RP11-417J8.1	0	0	0	0	0	0	0	0	0
ENSG00000227554	RP11-444D13.1	0	0	0	0	0	0	0	0	0
ENSG00000227555	RP11-406A20.4	0	0	0	0	0	0	0	0	0
ENSG00000227556	RP11-472F19.1	0	0	0	0	0	0	0	0	0
ENSG00000227557	MTND3P9	0	0	0	0	0	0	0	0	0
ENSG00000227558	PGM5P2	49	36	0	0	33	36	0	0	0
ENSG00000227560	RP11-139K1.2	0	2	1	0	2	0	0	0	0
ENSG00000227562	RP11-796I2.1	0	0	0	0	0	0	0	0	0
ENSG00000227563	RNF11B	0	0	0	0	0	0	0	0	0
ENSG00000227564	LINC00376	0	0	0	0	0	0	0	0	0
ENSG00000227568	SNX18P26	0	0	0	0	0	0	0	0	0
ENSG00000227573	RP5-1166A24.1	0	0	0	0	0	0	0	0	0
ENSG00000227574	RP13-1039J1.3	0	0	0	0	0	0	0	0	0
ENSG00000227578	RPS3AP53	0	0	0	0	0	0	0	0	0
ENSG00000227579	RP1-35C21.2	0	0	0	0	1	0	0	0	0
ENSG00000227581	RP13-140E4.1	0	0	0	0	0	0	0	0	0
ENSG00000227582	RP11-262H14.7	0	0	45	47	15	2	9	11	10
ENSG00000227583	RP11-119F7.3	0	0	0	0	1	0	0	0	0
ENSG00000227584	MTND4P5	0	0	0	0	0	0	0	0	0
ENSG00000227585	RP11-103C3.2	0	0	0	0	0	0	0	0	0
ENSG00000227586	RP11-162A23.5	0	0	0	0	0	0	0	0	0
ENSG00000227588	CNTN4-AS2	0	0	0	0	0	0	0	0	0
ENSG00000227589	RP5-1092A11.5	0	0	0	0	0	0	0	0	0
ENSG00000227590	ATP5G1P5	0	0	0	0	0	0	0	0	0
ENSG00000227591	RP1-28O10.1	0	0	0	2	1	1	0	0	0
ENSG00000227592	PIGFP3	0	0	0	0	0	0	0	0	0
ENSG00000227593	RP11-715G18.3	0	0	0	1	0	0	0	0	0
ENSG00000227597	AC019100.7	0	0	0	0	0	0	0	0	0
ENSG00000227598	RP1-167A14.2	1	2	1	0	1	0	2	0	0
ENSG00000227599	RP4-753D4.2	0	0	0	0	0	0	0	0	0
ENSG00000227602	RP3-445N2.1	0	0	0	0	0	0	0	0	0
ENSG00000227603	RP11-165J3.6	2	2	0	2	3	0	0	2	2
ENSG00000227604	TOMM22P3	0	0	0	0	0	0	0	0	0
ENSG00000227606	AC005392.13	0	0	0	0	0	0	0	0	0
ENSG00000227607	SUMO2P2	0	0	0	0	0	0	0	0	0
ENSG00000227609	TMEM183AP1	0	0	0	0	0	0	0	0	0
ENSG00000227610	FRMPD3-AS1	0	0	0	0	0	0	0	0	0
ENSG00000227611	LINC01074	0	0	0	0	0	0	0	0	0
ENSG00000227613	QRSL1P2	0	0	0	1	0	0	0	0	0
ENSG00000227615	RP11-864N7.2	1	0	0	1	2	1	2	4	0
ENSG00000227616	AC063976.1	0	0	0	0	0	0	0	0	0
ENSG00000227617	CERS6-AS1	0	1	0	0	0	0	0	0	0
ENSG00000227619	RP11-492E3.2	1	0	4	3	0	0	113	112	72
ENSG00000227620	ALG1L8P	0	0	0	0	0	0	0	0	0
ENSG00000227621	PHBP11	0	0	0	0	0	0	0	0	0
ENSG00000227623	AC073987.2	0	0	0	0	0	0	0	0	0
ENSG00000227624	SNRPEP3	0	0	0	0	0	0	0	0	0
ENSG00000227625	RP11-520H14.1	0	0	0	0	0	0	0	0	0
ENSG00000227627	RP1-101K10.6	12	23	21	14	3	4	0	6	0
ENSG00000227628	RP11-472D17.3	0	0	0	0	0	0	0	0	0
ENSG00000227629	SLC25A15P1	0	0	0	0	0	0	0	0	0
ENSG00000227630	LINC01132	0	0	129	88	1	1	9	7	9
ENSG00000227632	AC018804.6	1	0	0	4	0	0	1	2	0
ENSG00000227633	RBMY2YP	0	0	0	0	0	0	0	0	0
ENSG00000227634	RP11-431K24.3	0	0	0	0	0	0	0	0	0
ENSG00000227635	USP9YP21	0	0	0	0	0	0	0	0	0
ENSG00000227637	RP11-242O24.5	0	0	0	0	0	0	0	1	0
ENSG00000227638	HNRNPA1P14	0	0	0	0	1	0	1	3	3
ENSG00000227640	SOX21-AS1	1	1	1	0	0	0	0	0	0
ENSG00000227644	HIGD1AP11	0	0	0	0	0	0	0	0	0
ENSG00000227645	RPL7P54	0	0	0	0	0	0	0	0	0
ENSG00000227646	STEAP2-AS1	0	0	1	3	0	0	0	0	0
ENSG00000227649	RP11-522L3.9	0	0	0	0	0	0	0	0	0
ENSG00000227653	ISCA1P6	0	0	0	0	1	0	0	0	1
ENSG00000227657	RP13-483F6.1	0	0	0	0	0	0	0	0	0
ENSG00000227658	AC005160.3	0	0	0	0	0	0	0	0	0
ENSG00000227659	CLYBL-AS2	0	0	0	0	0	0	0	0	0
ENSG00000227660	RP11-162J8.2	0	0	0	0	0	0	0	0	1
ENSG00000227661	AC073869.10	0	0	0	0	0	0	0	0	0
ENSG00000227663	RPL7P2	0	0	0	0	0	0	0	0	0
ENSG00000227666	CYCSP24	5	2	5	4	2	2	0	1	2
ENSG00000227667	RP11-331H2.3	0	0	0	0	0	0	0	0	0
ENSG00000227671	MIR3916	308	314	425	369	439	498	235	255	263
ENSG00000227673	RP11-243J18.2	0	0	0	0	0	0	0	0	0
ENSG00000227674	LINC00355	92	70	0	0	0	0	0	0	0
ENSG00000227675	GS1-256O22.1	0	0	0	0	0	0	0	0	0
ENSG00000227676	LINC01068	0	0	0	0	2	0	0	0	0
ENSG00000227678	RP11-73O6.3	0	0	0	0	0	2	0	0	0
ENSG00000227679	RP11-453N3.1	0	0	0	0	0	0	0	0	0
ENSG00000227680	AC108051.2	0	0	0	0	0	0	0	0	0
ENSG00000227681	RP11-307P5.1	0	0	0	2	0	0	0	0	0
ENSG00000227682	ATP5A1P2	0	0	0	0	0	0	0	0	0
ENSG00000227683	RP11-445N18.5	0	0	0	0	1	2	0	0	0
ENSG00000227684	CROCCP4	0	0	0	0	0	0	0	0	0
ENSG00000227685	AC087499.10	0	0	0	0	0	0	0	0	0
ENSG00000227687	RP4-681L3.2	0	0	0	0	0	0	0	0	0
ENSG00000227688	HNRNPA3P2	0	0	0	0	0	0	0	0	0
ENSG00000227689	SRP68P2	0	0	0	0	0	0	0	0	0
ENSG00000227691	CYCSP41	0	0	0	0	0	0	0	0	0
ENSG00000227692	MED28P3	0	0	0	0	0	0	0	1	1
ENSG00000227693	GSTM3P1	0	0	0	0	0	0	0	0	0
ENSG00000227694	AC005884.1	1	0	0	1	0	0	0	0	0
ENSG00000227695	DNMBP-AS1	0	0	10	14	0	0	0	0	0
ENSG00000227698	AP001619.2	0	2	2	1	0	0	0	0	0
ENSG00000227700	RP11-301M17.1	1	0	0	0	1	0	0	0	0
ENSG00000227702	LINC00111	0	0	2	0	0	0	0	0	0
ENSG00000227704	RP1-266L20.4	0	0	0	0	0	0	0	0	0
ENSG00000227705	RP11-15M15.2	0	0	0	0	0	0	0	0	0
ENSG00000227706	RP11-301G19.1	0	0	0	0	0	0	0	0	0
ENSG00000227707	SDAD1P3	0	0	0	0	0	0	0	0	0
ENSG00000227708	AC079150.3	0	0	0	0	0	0	0	0	0
ENSG00000227709	RP11-118D22.3	0	0	0	0	0	0	0	0	0
ENSG00000227710	LL22NC03-30E12.13	0	0	0	0	0	0	0	0	0
ENSG00000227711	RP11-275O4.3	0	0	0	0	0	0	0	0	0
ENSG00000227712	RP11-418J17.3	0	0	0	0	0	0	0	0	0
ENSG00000227713	AC116609.1	0	0	0	0	0	0	0	0	0
ENSG00000227714	MTND6P18	0	0	0	0	0	0	0	1	0
ENSG00000227716	AP000459.7	0	0	0	0	0	0	0	0	0
ENSG00000227717	RP11-578F21.4	0	0	0	1	0	0	0	0	1
ENSG00000227718	AC016730.1	0	0	0	0	0	0	0	0	0
ENSG00000227719	AC006042.6	0	0	0	0	0	0	0	0	0
ENSG00000227721	RPSAP64	0	0	0	0	0	0	0	0	0
ENSG00000227722	RP5-1059H15.1	0	0	0	0	0	0	0	0	0
ENSG00000227723	CTA-31J9.2	0	0	0	0	0	0	0	0	0
ENSG00000227725	GCOM2	1	4	0	0	0	0	1	0	0
ENSG00000227726	AP001271.3	0	0	0	0	1	0	0	0	0
ENSG00000227728	RP11-690C23.4	0	0	0	0	0	0	0	0	0
ENSG00000227729	RD3L	0	0	0	0	0	0	0	0	0
ENSG00000227730	MTND6P5	0	0	2	0	0	0	0	0	1
ENSG00000227733	RP4-565E6.1	0	1	1	0	10	3	1	0	0
ENSG00000227734	RP11-49L2.1	0	0	0	0	0	0	0	0	0
ENSG00000227735	CYCSP5	0	0	0	0	0	0	0	0	0
ENSG00000227736	AC007163.9	0	0	0	0	0	0	0	0	0
ENSG00000227737	OR8B1P	0	0	0	0	0	0	0	0	0
ENSG00000227738	AC092646.2	0	0	0	0	0	0	0	0	0
ENSG00000227740	RP11-318C24.2	3	9	7	4	5	2	0	1	0
ENSG00000227741	RP11-536C5.7	1	3	8	4	2	2	7	12	7
ENSG00000227742	CALR4P	0	1	0	0	0	0	0	1	0
ENSG00000227743	RP4-745K6.1	0	0	0	0	0	0	0	0	0
ENSG00000227744	AC114788.2	0	0	0	0	1	1	0	0	0
ENSG00000227745	AC098826.5	3	5	0	0	0	0	0	0	0
ENSG00000227747	RP11-16L9.1	0	0	0	0	0	0	0	0	0
ENSG00000227748	RP11-497D6.3	0	0	0	0	0	0	0	0	0
ENSG00000227751	RP1-20B21.4	0	0	0	0	0	0	0	0	0
ENSG00000227753	RP11-216N21.1	0	0	0	0	0	0	0	0	0
ENSG00000227755	AP000344.4	6	7	0	0	0	0	0	0	0
ENSG00000227757	AP000282.2	0	0	0	0	0	0	0	0	0
ENSG00000227758	HCG9P5	0	0	0	0	0	0	0	0	0
ENSG00000227759	VTI1BP4	0	0	0	0	0	0	1	0	0
ENSG00000227760	RP11-298E10.1	0	0	0	0	0	0	0	0	0
ENSG00000227762	GUSBP8	0	0	0	0	0	0	0	0	0
ENSG00000227764	RP11-354K1.1	0	0	3	7	0	0	19	12	29
ENSG00000227765	RP11-162O12.2	0	0	0	0	0	0	0	0	0
ENSG00000227766	HCG4P5	1	1	2	0	1	0	49	52	51
ENSG00000227769	AC072062.3	3	1	1	0	0	0	0	0	0
ENSG00000227770	RPL7P12	0	0	0	1	0	0	0	0	0
ENSG00000227773	ASH1L-IT1	1	0	1	0	1	0	0	0	0
ENSG00000227775	RP1-283E3.4	1	2	9	7	0	0	77	100	112
ENSG00000227776	AKR1D1P1	0	0	0	0	0	0	0	0	0
ENSG00000227777	RP4-738P11.3	0	0	0	0	0	0	0	0	0
ENSG00000227778	XXyac-YX155B6.2	0	0	0	0	0	0	0	0	0
ENSG00000227779	GS1-164F24.1	0	1	0	0	0	0	0	0	0
ENSG00000227781	GLUD1P2	1	5	7	5	3	5	12	4	11
ENSG00000227782	AC002553.1	0	0	0	0	0	0	0	0	0
ENSG00000227784	ZNF965P	0	0	0	0	0	0	0	0	0
ENSG00000227785	AC092013.1	0	0	0	0	0	0	0	0	0
ENSG00000227788	AC012363.8	0	0	0	0	0	0	0	0	1
ENSG00000227789	AC098817.3	0	0	0	0	0	0	0	0	0
ENSG00000227790	AC015922.5	0	0	0	0	0	0	0	0	0
ENSG00000227791	AC007365.4	0	0	0	0	0	0	0	0	0
ENSG00000227792	RP13-210D15.6	0	0	0	0	0	0	0	0	0
ENSG00000227795	AC092796.1	0	0	0	0	0	0	0	0	0
ENSG00000227799	AC012358.4	2	0	10	6	4	5	6	3	9
ENSG00000227800	IGHD4-17	0	0	0	0	0	0	0	0	0
ENSG00000227802	DNAJB3	0	0	0	0	0	0	0	0	0
ENSG00000227803	RP11-239H6.2	0	0	0	0	0	0	0	0	0
ENSG00000227805	RP11-248J23.5	0	0	1	1	0	0	0	0	0
ENSG00000227806	OR5W1P	0	0	0	0	0	0	0	0	0
ENSG00000227809	RP11-171A24.2	0	0	0	0	0	0	0	0	0
ENSG00000227811	FAM212B-AS1	0	4	17	17	6	6	2	2	3
ENSG00000227813	RP1-180M12.1	0	0	0	0	0	0	0	0	0
ENSG00000227814	MRPS17P9	0	0	0	0	0	0	0	0	0
ENSG00000227815	RP11-195C7.3	1	1	0	0	1	0	0	0	0
ENSG00000227817	ARHGAP42P1	0	0	0	0	0	0	0	0	0
ENSG00000227818	RP11-227F8.2	0	0	0	0	0	0	0	0	0
ENSG00000227821	AL392086.1	0	0	0	0	0	0	0	0	0
ENSG00000227824	AC122136.2	0	0	0	0	0	0	0	0	0
ENSG00000227825	SLC9A7P1	41	30	16	13	18	19	0	0	0
ENSG00000227827	RP11-958N24.2	69	71	152	91	11	13	13	40	18
ENSG00000227830	TRIM60P3Y	0	0	0	0	0	0	0	0	0
ENSG00000227832	ST13P21	0	0	0	0	0	0	0	0	0
ENSG00000227834	AP003385.2	0	0	0	0	0	0	0	0	0
ENSG00000227835	CARM1P1	0	0	0	0	0	0	0	0	0
ENSG00000227836	AC008850.3	0	0	1	0	1	0	0	0	0
ENSG00000227837	TRIM60P11Y	0	0	0	0	0	0	0	0	0
ENSG00000227838	RP1-213J1P__B.1	0	0	0	0	0	0	0	0	0
ENSG00000227839	AL645730.2	0	0	0	0	0	0	0	0	0
ENSG00000227840	KRTAP8-3P	0	0	0	0	0	0	0	0	0
ENSG00000227841	MTND5P31	0	0	0	0	0	0	0	0	0
ENSG00000227842	AC093166.2	0	1	0	0	0	0	0	0	0
ENSG00000227844	RP13-143G15.3	11	12	0	0	0	0	0	0	0
ENSG00000227845	RP11-184B22.2	0	0	0	0	0	0	1	0	0
ENSG00000227846	UGT1A11P	0	0	0	0	0	0	0	0	0
ENSG00000227847	RP11-420H19.2	0	0	0	0	0	0	0	0	0
ENSG00000227848	SUCLA2-AS1	0	0	3	1	0	0	9	1	6
ENSG00000227850	SEPT2P1	0	0	0	0	0	0	0	0	0
ENSG00000227851	RP11-381K7.1	0	0	0	0	0	0	0	0	0
ENSG00000227852	RP11-156G14.6	0	0	0	0	0	0	0	2	0
ENSG00000227854	RP11-307O1.1	0	0	0	0	0	0	0	0	0
ENSG00000227855	DPY19L2P3	11	12	4	7	4	5	24	31	13
ENSG00000227857	RP4-533D7.5	1	3	12	7	0	0	1	0	0
ENSG00000227860	MTND5P18	0	0	0	0	0	0	0	0	0
ENSG00000227862	HNRNPA1P31	0	0	0	0	0	0	0	0	0
ENSG00000227863	AC002383.2	0	0	0	0	0	0	0	0	0
ENSG00000227864	ARL5AP1	0	0	0	0	0	0	0	0	0
ENSG00000227868	C1orf234	2	1	0	0	0	0	1	0	1
ENSG00000227869	RP11-807H17.1	0	0	0	0	0	0	0	0	0
ENSG00000227871	USP9YP12	0	0	0	0	0	0	0	0	0
ENSG00000227873	RP3-389A20.2	0	0	0	0	0	0	0	0	0
ENSG00000227874	GRAMD4P1	0	0	0	0	0	0	0	0	0
ENSG00000227875	RP11-426M1.2	0	0	0	0	0	0	0	0	0
ENSG00000227877	LINC00948	1	0	0	0	0	0	0	0	0
ENSG00000227878	AC114760.1	0	0	0	0	0	0	0	0	0
ENSG00000227879	PSPC1P1	0	0	0	0	0	0	0	0	0
ENSG00000227880	RP11-46E17.6	0	0	0	0	0	0	0	0	0
ENSG00000227881	ASS1P5	0	0	0	0	0	0	0	0	0
ENSG00000227882	PRKRIRP6	0	0	0	0	0	0	0	0	0
ENSG00000227883	ATP6V0E1P4	0	0	0	0	0	0	0	0	0
ENSG00000227885	RP11-79N23.1	0	1	10	4	2	3	1	0	0
ENSG00000227887	RPS26P13	0	0	0	0	0	0	0	0	0
ENSG00000227888	FAM66A	0	0	0	0	0	0	0	0	0
ENSG00000227890	PSMA2P3	0	0	0	0	0	0	0	0	0
ENSG00000227892	OR5P4P	0	0	0	0	0	0	0	0	0
ENSG00000227893	LINC00352	0	0	0	0	0	0	0	0	0
ENSG00000227895	RP1-272J12.1	0	0	1	0	0	0	0	0	0
ENSG00000227896	RP11-77P6.2	18	17	6	4	3	2	17	21	23
ENSG00000227902	AC062032.1	0	0	0	0	0	0	0	0	0
ENSG00000227905	MED6P1	0	0	0	0	0	0	0	0	0
ENSG00000227906	SNAP25-AS1	0	6	0	0	0	0	0	5	3
ENSG00000227907	RP11-102C16.3	0	0	0	0	0	0	0	0	0
ENSG00000227908	CTD-2031P19.3	13	13	2	1	1	3	5	13	1
ENSG00000227910	RP11-73B2.6	2	1	3	0	0	0	0	0	0
ENSG00000227911	RP11-141M1.1	0	0	0	0	0	0	0	0	0
ENSG00000227912	RP11-69C17.3	0	0	0	0	0	0	0	0	0
ENSG00000227913	KRT8P44	0	0	0	0	0	0	0	0	0
ENSG00000227914	RP11-130C19.3	0	0	0	0	0	1	0	0	0
ENSG00000227915	TCEB1P16	0	0	0	0	0	0	0	0	0
ENSG00000227917	RP11-143M1.3	0	0	0	0	0	0	0	0	0
ENSG00000227919	AL353997.11	0	0	0	0	0	0	0	0	0
ENSG00000227920	RP1-153P14.5	0	0	0	0	0	0	0	0	0
ENSG00000227921	AL353791.1	66	107	2	1	125	96	10	0	6
ENSG00000227922	SPTLC1P5	0	0	0	0	0	0	0	0	0
ENSG00000227923	RP5-905H7.7	0	0	0	0	0	0	0	0	0
ENSG00000227924	RBPJP6	0	0	0	0	0	0	0	0	0
ENSG00000227925	RP11-191N8.2	0	0	0	0	0	0	0	0	0
ENSG00000227927	MACROD2-IT1	0	0	0	0	0	0	0	0	0
ENSG00000227929	SRGAP3-AS3	0	0	0	0	0	0	0	0	0
ENSG00000227930	AC009508.1	0	0	0	0	0	0	0	0	0
ENSG00000227932	RP13-16H11.2	0	1	0	0	0	0	0	0	0
ENSG00000227933	RP11-331F9.4	0	0	0	0	1	0	0	0	0
ENSG00000227934	RP11-423F24.3	0	0	0	0	0	0	0	0	0
ENSG00000227935	RP6-102O10.1	0	0	0	0	0	0	0	0	0
ENSG00000227937	MTND2P30	0	0	0	0	0	0	0	0	0
ENSG00000227938	AC104695.4	0	0	0	0	0	0	0	0	0
ENSG00000227939	RPL3P2	0	1	0	1	1	1	0	1	1
ENSG00000227940	RP11-372M18.1	0	0	0	0	0	0	0	0	0
ENSG00000227941	UQCRBP2	0	0	2	3	0	0	0	0	0
ENSG00000227942	FRMD8P1	0	0	0	0	0	0	0	0	0
ENSG00000227945	RP11-103C16.2	0	0	0	0	0	0	0	0	0
ENSG00000227946	AC007383.3	13	23	30	31	19	17	14	18	17
ENSG00000227947	RP11-543D5.1	0	0	1	0	0	0	0	0	0
ENSG00000227948	AC003989.4	0	0	0	0	0	0	0	0	0
ENSG00000227949	CYCSP46	0	0	0	0	0	0	0	0	0
ENSG00000227950	RP11-312B8.2	0	0	0	0	0	0	0	0	1
ENSG00000227952	RPL18AP17	0	0	0	0	0	0	0	0	0
ENSG00000227953	RP11-439E19.3	1	2	12	22	3	2	16	26	17
ENSG00000227954	RP3-323P13.2	0	1	0	2	0	0	5	4	5
ENSG00000227958	RP11-399H11.3	0	0	0	0	0	0	0	0	0
ENSG00000227959	RP11-276H7.2	11	6	27	31	8	4	13	9	18
ENSG00000227960	RP5-837I24.6	0	0	0	0	0	0	0	0	0
ENSG00000227962	RP11-382D8.3	0	1	0	0	0	1	0	0	0
ENSG00000227963	RP5-1074L1.1	3	4	21	13	1	0	8	7	11
ENSG00000227964	RP5-1112F19.2	0	0	0	0	0	0	0	0	0
ENSG00000227965	AC098592.6	0	0	0	0	0	0	0	0	0
ENSG00000227968	AC004014.4	0	0	0	0	0	0	0	0	0
ENSG00000227969	NPM1P22	0	0	0	1	0	0	0	0	0
ENSG00000227970	NR1H5P	0	0	0	0	0	0	0	0	0
ENSG00000227971	RP11-600G3.1	0	0	0	0	0	0	0	0	0
ENSG00000227972	PRKRIRP3	0	0	0	0	0	0	0	0	0
ENSG00000227973	PIN4P1	0	0	0	0	0	1	0	1	0
ENSG00000227979	AC002127.2	0	0	0	0	0	0	0	0	0
ENSG00000227981	AC012668.3	0	0	0	0	0	0	0	0	0
ENSG00000227982	RPL7P30	0	1	0	0	0	0	0	0	0
ENSG00000227983	BRK1P2	0	0	0	0	0	0	0	0	0
ENSG00000227986	TRIM60P18	10	8	1	1	2	5	0	0	0
ENSG00000227987	AC092675.4	0	0	0	0	0	0	0	0	0
ENSG00000227988	TDGF1P1	0	0	0	0	0	0	0	0	0
ENSG00000227989	AC010141.8	0	0	0	0	0	0	0	0	0
ENSG00000227992	AC108463.2	4	5	0	2	0	0	0	1	1
ENSG00000227994	RP5-891H21.1	0	0	0	0	0	0	0	0	0
ENSG00000227995	RAB11AP1	0	0	0	0	0	0	0	0	0
ENSG00000227997	CENPVP2	0	0	0	0	0	0	0	0	0
ENSG00000227999	MTND5P1	0	0	0	0	0	0	0	0	0
ENSG00000228000	RPL7AP65	0	0	0	0	0	0	1	1	2
ENSG00000228002	DHX9P1	0	0	0	0	0	0	0	0	0
ENSG00000228004	MYCLP2	0	0	0	0	0	0	0	0	0
ENSG00000228005	AC020743.2	0	0	0	0	0	0	0	0	0
ENSG00000228007	AC011933.2	0	0	0	0	0	0	1	0	0
ENSG00000228008	CTD-2330K9.3	0	0	0	0	1	0	2	8	6
ENSG00000228010	AC073343.13	12	7	0	1	0	0	0	0	1
ENSG00000228012	RP11-393M18.1	0	0	0	0	0	0	0	0	0
ENSG00000228013	RP11-350G8.5	1	1	0	0	0	1	0	0	1
ENSG00000228014	RP11-321E8.5	0	0	0	0	0	0	0	0	0
ENSG00000228015	AC074338.5	0	0	0	0	0	0	0	0	0
ENSG00000228016	RAPGEF4-AS1	0	0	0	0	0	0	0	0	0
ENSG00000228019	RP11-166O4.4	0	0	0	0	0	0	0	0	0
ENSG00000228020	HNRNPA1P46	0	0	0	0	0	0	0	0	0
ENSG00000228021	RP11-383C5.3	0	0	2	0	0	0	0	0	1
ENSG00000228022	HCG20	0	1	2	2	3	3	5	1	2
ENSG00000228024	CYP1D1P	0	0	0	0	0	0	0	0	0
ENSG00000228027	RP1-251M9.3	0	0	0	0	0	0	0	0	0
ENSG00000228028	AC069257.8	0	0	0	0	0	0	0	0	0
ENSG00000228030	AC019084.7	0	0	0	0	0	0	0	0	0
ENSG00000228031	AC078842.3	0	0	0	0	0	0	0	0	0
ENSG00000228032	C14orf144	0	0	0	0	0	0	0	0	0
ENSG00000228033	AC010967.2	0	0	3	0	3	1	0	0	0
ENSG00000228034	HMGN2P21	0	0	1	0	0	0	0	0	0
ENSG00000228035	RP4-663N10.1	0	3	0	0	0	0	0	0	0
ENSG00000228036	HSPD1P9	0	0	0	0	0	1	0	0	0
ENSG00000228037	RP3-395M20.9	0	0	0	0	0	0	0	0	0
ENSG00000228038	VN1R51P	0	0	0	0	0	0	0	1	2
ENSG00000228039	KB-1125A3.10	0	0	0	0	0	0	0	0	0
ENSG00000228040	RP3-522D1.2	0	0	1	0	0	0	0	0	0
